episode,timestep,ep_return,steps,explored_voxels,coverage_pct,visited_rooms,success,crashed,min_lidar,ent_coef,actor_loss,critic_loss
1,352,35.65,44,482,47.1,1,0,1,0.206,0.0,0.0,0.0
2,2136,52.02,267,461,45.0,1,0,1,0.172,0.0,0.0,0.0
3,2456,111.21,307,507,49.5,1,0,1,0.102,0.0,0.0,0.0
4,2960,26.23,103,222,21.7,1,0,1,0.129,0.0,0.0,0.0
5,3064,2.37,76,432,42.2,1,0,1,0.191,0.0,0.0,0.0
6,3360,-88.78,420,282,27.5,1,0,1,0.144,0.0,0.0,0.0
7,3688,93.02,461,370,36.1,1,0,1,0.149,0.0,0.0,0.0
8,4496,-13.08,142,285,27.8,1,0,1,0.129,0.0,0.0,0.0
9,4640,217.63,580,631,61.6,1,0,1,0.063,0.0,0.0,0.0
10,4712,-17.5,9,407,39.7,1,0,1,0.189,0.0,0.0,0.0
11,4720,-33.94,129,389,38.0,1,0,1,0.146,0.0,0.0,0.0
12,4800,195.4,600,483,47.2,1,0,0,1.984,0.0,0.0,0.0
13,4800,38.7,600,486,47.5,1,0,0,1.589,0.0,0.0,0.0
14,5064,8.88,71,188,18.4,1,0,1,0.153,0.0,0.0,0.0
15,5152,53.35,600,475,46.4,1,0,0,0.407,0.0,0.0,0.0
16,5296,-12.85,18,200,19.5,1,0,1,0.156,0.0,0.0,0.0
17,5792,-2.35,134,408,39.8,1,0,1,0.098,0.0,0.0,0.0
18,6064,86.37,96,475,46.4,1,0,1,0.12,0.0,0.0,0.0
19,7072,-35.68,160,269,26.3,1,0,1,0.185,0.0,0.0,0.0
20,7480,-70.85,335,204,19.9,1,0,1,0.082,0.0,0.0,0.0
21,7760,176.05,600,566,55.3,1,0,0,0.869,0.0,0.0,0.0
22,7864,35.2,600,459,44.8,1,0,0,0.262,0.0,0.0,0.0
23,8376,-24.18,112,273,26.7,1,0,1,0.13,0.0,0.0,0.0
24,8592,-4.37,441,442,43.2,1,0,1,0.172,0.0,0.0,0.0
25,9264,-79.84,558,279,27.2,1,0,1,0.191,0.0,0.0,0.0
26,9512,-43.33,600,450,43.9,1,0,0,1.346,0.0,0.0,0.0
27,9904,-8.25,80,207,20.2,1,0,1,0.187,0.0,0.0,0.0
28,9968,-32.22,488,225,22.0,1,0,1,0.171,0.0,0.0,0.0
29,10136,11.85,284,306,29.9,1,0,1,0.173,0.0,0.0,0.0
30,10408,13.39,112,205,20.0,1,0,1,0.153,0.0,-4.0175,5.6725
31,10480,131.49,263,568,55.5,1,0,1,0.116,0.0,-4.0175,5.6725
32,10728,114.36,267,525,51.3,1,0,1,0.0,0.0,-5.1257,4.7857
33,10736,27.37,41,446,43.6,1,0,1,0.163,0.0,0.0,0.0
34,10888,53.6,123,371,36.2,1,0,1,0.165,0.0,-5.9524,6.2328
35,11696,122.39,578,523,51.1,1,0,1,0.157,0.0,-8.4233,5.8257
36,12160,86.63,179,255,24.9,1,0,1,0.123,0.0,-10.0376,5.98
37,12504,80.56,101,483,47.2,1,0,1,0.185,0.0,-10.8889,6.649
38,12560,277.76,600,636,62.1,1,0,0,1.876,0.0,-11.7848,5.4701
39,12696,-9.53,24,202,19.7,1,0,1,0.167,0.0,-11.7848,5.4701
40,13104,54.49,392,243,23.7,1,0,1,0.118,0.0,-13.5699,6.07
41,14936,257.79,600,595,58.1,2,0,0,1.732,0.0,-20.0842,3.8908
42,15280,375.78,600,761,74.3,2,0,0,1.689,0.0,-20.8566,3.8117
43,15536,434.2,600,739,72.2,2,0,0,2.478,0.0,-21.5713,4.2716
44,15688,542.57,600,842,82.2,3,0,0,2.237,0.0,-22.2558,4.2968
45,16216,16.93,66,218,21.3,1,0,1,0.185,0.0,-23.5923,4.0177
46,16960,346.64,600,732,71.5,2,0,0,2.159,0.0,-25.3205,3.6428
47,17360,392.53,600,791,77.2,3,0,0,2.016,0.0,-25.8826,3.8975
48,17496,398.86,600,828,80.9,2,0,0,0.898,0.0,-26.4572,4.1175
49,17520,245.02,280,516,50.4,2,0,1,0.204,0.0,0.0,0.0
50,17904,220.1,600,697,68.1,2,0,0,1.45,0.0,-26.9036,3.9893
51,18520,90.84,288,520,50.8,1,0,1,0.173,0.0,-28.3624,4.4898
52,19736,452.88,600,829,81.0,3,0,0,1.727,0.0,-30.7503,4.2532
53,20336,368.37,600,755,73.7,3,0,0,0.753,0.0,-31.7184,4.2069
54,20776,263.51,477,513,50.1,2,0,1,0.169,0.0,-32.537,4.0583
55,22160,378.61,600,878,85.7,4,0,0,1.976,0.0,-33.8612,4.6081
56,22296,351.1,600,777,75.9,3,0,0,1.327,0.0,-34.2481,4.5284
57,22320,319.94,600,880,85.9,4,0,0,1.216,0.0,0.0,0.0
58,22704,226.06,600,719,70.2,1,0,0,1.521,0.0,-34.513,4.4785
59,23000,78.35,37,535,52.2,2,0,1,0.098,0.0,-34.8686,4.2529
60,23320,394.85,600,985,96.2,4,0,0,2.427,0.0,-35.4039,4.7263
61,24536,230.94,600,855,83.5,3,0,0,1.992,0.0,-36.6566,4.6172
62,24744,11.38,26,205,20.0,1,0,1,0.146,0.0,-36.6607,5.1334
63,25136,251.92,600,842,82.2,3,0,0,2.188,0.0,-37.1054,5.3711
64,25496,220.85,397,851,83.1,3,0,1,0.181,0.0,-37.1595,5.2516
65,25576,233.55,600,855,83.5,4,0,0,1.824,0.0,0.0,0.0
66,26960,115.9,600,716,69.9,2,0,0,0.787,0.0,-38.2591,4.7005
67,27096,201.52,600,457,44.6,2,0,0,1.287,0.0,-38.2591,4.7005
68,27800,391.72,600,986,96.3,5,0,0,1.857,0.0,-38.3974,5.4197
69,28120,200.56,600,828,80.9,3,0,0,1.427,0.0,-38.7953,5.0667
70,29544,82.87,600,567,55.4,2,0,0,1.931,0.0,-39.2041,5.0885
71,29936,271.54,600,956,93.4,4,0,0,2.081,0.0,-39.4423,5.327
72,30000,251.01,553,880,85.9,4,0,1,0.194,0.0,-39.3995,5.399
73,30296,206.91,600,844,82.4,3,0,0,1.275,0.0,-39.5214,5.2139
74,30584,258.56,308,886,86.5,3,0,1,0.142,0.0,-39.7274,4.8618
75,31064,62.06,141,515,50.3,1,0,1,0.194,0.0,-39.9485,5.8513
76,31760,281.83,600,538,52.5,3,0,0,1.795,0.0,-40.1521,5.5014
77,31896,357.13,600,975,95.2,4,0,0,2.645,0.0,0.0,0.0
78,32320,87.34,70,559,54.6,2,0,1,0.196,0.0,-40.4512,6.0708
79,32600,330.01,600,873,85.3,4,0,0,1.294,0.0,-40.1981,6.2972
80,34344,421.23,600,921,89.9,5,0,0,1.163,0.0,-40.3804,5.4181
81,34800,248.51,600,868,84.8,4,0,0,1.164,0.0,-40.1822,6.1829
82,35096,175.27,600,823,80.4,3,0,0,1.165,0.0,-40.2983,6.339
83,35384,441.09,600,923,90.1,5,0,0,1.326,0.0,-39.6158,6.4188
84,35864,418.7,600,922,90.0,5,0,0,1.508,0.0,-40.1399,5.6774
85,36144,245.82,531,907,88.6,4,0,1,0.168,0.0,-40.1068,6.1244
86,37120,300.64,600,997,97.4,5,0,0,0.542,0.0,-40.0542,5.7721
87,37400,406.4,600,928,90.6,5,0,0,1.339,0.0,-40.2131,6.5809
88,37904,250.49,255,904,88.3,4,0,1,0.137,0.0,-40.0053,6.1601
89,38568,297.73,303,979,95.6,5,0,1,0.189,0.0,-40.04,6.214
90,39064,360.06,533,939,91.7,4,0,1,0.133,0.0,-39.6838,6.0299
91,39144,285.76,600,990,96.7,5,0,0,1.177,0.0,-39.6838,6.0299
92,39896,327.95,600,1010,98.6,5,0,0,1.936,0.0,-39.8418,6.2053
93,40184,287.16,600,948,92.6,4,0,0,1.867,0.0,-39.8226,5.9688
94,41056,332.8,249,998,97.5,5,0,1,0.196,0.0,-39.4194,5.8562
95,41840,279.73,492,1003,97.9,5,0,1,0.149,0.0,-38.9678,6.6702
96,41848,319.81,244,1007,98.3,5,0,1,0.156,0.0,-38.9678,6.6702
97,41864,241.57,558,937,91.5,4,0,1,0.174,0.0,0.0,0.0
98,41920,308.34,600,1014,99.0,5,0,0,0.323,0.0,0.0,0.0
99,42248,255.03,388,951,92.9,4,0,1,0.203,0.0,-39.0201,6.8751
100,42304,243.5,265,871,85.1,4,0,1,0.095,0.0,-39.0201,6.8751
101,42920,252.86,125,865,84.5,4,0,1,0.218,0.0,-39.2035,6.3556
102,43192,195.22,111,875,85.4,3,0,1,0.107,0.0,-38.848,6.8587
103,43368,368.34,600,1024,100.0,5,0,0,1.589,0.0,-38.8736,6.8089
104,44264,289.58,401,877,85.6,5,0,1,0.129,0.0,-39.0234,7.2419
105,44808,267.4,371,944,92.2,4,0,1,0.156,0.0,-38.9101,6.8591
106,45776,230.71,441,972,94.9,4,0,1,0.223,0.0,-38.0721,6.7358
107,46120,290.62,232,967,94.4,4,0,1,0.124,0.0,-38.5887,7.1014
108,46488,232.82,390,871,85.1,4,0,1,0.152,0.0,-38.2881,7.2398
109,46648,215.68,600,855,83.5,4,0,0,1.464,0.0,-38.492,7.6784
110,46664,326.05,600,1023,99.9,5,0,0,0.322,0.0,-38.492,7.6784
111,47720,187.19,600,901,88.0,4,0,0,1.955,0.0,-38.3902,6.2683
112,47888,330.2,175,1010,98.6,5,0,1,0.219,0.0,-38.7202,7.312
113,47992,284.09,600,885,86.4,5,0,0,2.069,0.0,0.0,0.0
114,48032,5.77,18,234,22.9,1,0,1,0.113,0.0,0.0,0.0
115,48104,69.28,48,277,27.1,2,0,1,0.201,0.0,0.0,0.0
116,48312,49.37,40,515,50.3,1,0,1,0.188,0.0,-38.5394,7.8171
117,48456,193.29,226,780,76.2,3,0,1,0.129,0.0,-38.5207,7.3981
118,48504,83.58,50,557,54.4,1,0,1,0.168,0.0,-38.5207,7.3981
119,48928,182.75,77,793,77.4,3,0,1,0.178,0.0,-38.5455,7.8431
120,49608,326.26,600,1002,97.9,5,0,0,1.413,0.0,-38.7654,6.9133
